Tour d'admission;Population;Sanction collégiale;GENMELS;SN4;TS_SN4;TS4_SN4+;CST5;TS_SN5;TS5;436;514;514+;526;526+;536;Renforcement en français;Étudiant international;Étudiant assujetti au R18;Services adaptés;Cours inscrits actuellement;Cours inscrits session passé
1;B;non;0;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"340101MQ; 42006AFX; 601101MQ; 604100MQ";aucune donnée
1;B;non;71,91;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 520CJEFX";aucune donnée
1;B;non;64,89;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B22FX; 201SH4RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;B;non;66,21;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;oui;non;"109B02FX; 42004AFX; 42005AFX; 42006AFX; 604101MQ";aucune donnée
2;B;non;74,85;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;69,61;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42004AFX; 42005AFX; 42006AFX; 601CJVFX";aucune donnée
2;B;non;80,58;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B19FX; 201SH4RE; 42004AFX; 42005AFX; 42006AFX; 601102MQ; 604103MQ";aucune donnée
3;B;non;74,81;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"3500BDFX; 42005CFX; 42008CFX; 42014CFX";aucune donnée
3;B;non;77,79;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B19FX; 201SH4RE; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;A;non;76,8;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201203RE; 42008DFX; 42014DFX; 42015DFX; 601103MQ";"340102MQ;B; 42005CFX;B; 42006CFX;B; 42008CFX;A; 42014CFX;B; 601102MQ;D"
3;B;non;67,1;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"201105RE; 42004AFX; 42005AFX; 42006AFX; 601R13FX";"201105RE;Aucun résultat; 42005AFX;Aucun résultat; 42006AFX;Aucun résultat; 601R13FX;Aucun résultat"
4;B;non;68,63;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"42006CFX; 42008CFX; 42015DFX; 601103MQ";"109C10FX;D; 201103RE;E; 42005CFX;A; 42014CFX;B; 604C1BFX;D"
1;A;non;78,61;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"42002FFX; 42012YFX";"42006EFX;B; 42007EFX;A; 42008EFX;A; 42014EFX;B; 601CJAFX;B"
1;A;non;75,64;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B02FX; 340CJCFX; 42005BFX; 42014BFX; 604C3DFX";"109A01FX;D; 340102MQ;B; 42004AFX;D; 42007BFX;B; 42016BFX;B; 604103MQ;C"
1;A;non;79,23;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201203RE; 340CJVFX; 601CJVFX";"42002FFX;B; 42012YFX;B"
1;A;non;84,07;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B02FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;A;non;83,93;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201103RE; 42006CFX; 42008CFX; 601103MQ";"201103RE;E; 42005CFX;C; 42014CFX;C; 601102MQ;B; 604C2FFX;B"
1;B;non;77,23;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42006EFX; 42008EFX; 42016DFX";"42008CFX;A; 42008DFX;C; 42014DFX;D; 42015DFX;B"
1;B;non;86,5;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201105RE; 340102MQ; 42006AFX; 601102MQ";aucune donnée
2;A;non;70,67;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B01FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;B;non;72,6;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201203RE; 42004AFX; 42005AFX; 42006AFX; 604C3DFX";aucune donnée
1;B;non;71,16;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42007EFX; 42008EFX; 42014EFX";"201203RE;E; 42006EFX;C; 42014DFX;C; 42015DFX;D"
2;B;non;67,91;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42004AFX; 42005AFX; 42006AFX; 42016BFX";aucune donnée
2;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"42002FFX; 42012YFX";"42006EFX;C; 42007EFX;D; 42008EFX;B; 42014EFX;B"
3;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109A01FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;A;non;80,31;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B19FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;A;non;68,47;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A14FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
2;B;non;71,37;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201105RE; 42004AFX; 42005AFX; 42006AFX";aucune donnée
1;A;non;86;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"109B22FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;A;non;84,14;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201203RE; 42008DFX; 42014DFX; 42015DFX; 42016DFX";"201103RE;C; 42005CFX;B; 42006CFX;B; 42008CFX;B; 42014CFX;B; 601103MQ;C"
1;A;non;84,73;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;75,08;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;oui;non;"109C08FX; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ";"109B08FX;B; 201105RE;C; 340102MQ;Aucun résultat; 42004AFX;C; 42005AFX;A; 42006AFX;B"
5;I;non;82,79;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;non;RP;non;non;"42008EFX; 42014EFX";"201203RE;D; 42014DFX;D; 42015DFX;D"
2;B;non;76,15;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C01FX; 201105RE; 340CJCFX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;91,96;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201105RE; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;DEC préuniversitaire;82,92;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005CFX; 42006CFX; 42008CFX; 42014CFX";aucune donnée
1;A;non;0;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42002FFX; 42012YFX";"109C04FX;B; 340CJAFX;B; 3500BDFX;C; 42006EFX;C; 42007EFX;A; 42008EFX;B; 42014EFX;B; 601CJAFX;B"
1;B;non;74,42;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42006EFX; 42007EFX; 42008EFX; 42014EFX; 42016DFX";"3500BDFX;B; 42008DFX;D; 42014DFX;D; 42015DFX;D; 42016DFX;E"
1;A;non;79,47;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42006EFX; 42007EFX; 42008EFX; 42014EFX";"201203RE;C; 3500BDFX;B; 42008DFX;C; 42014DFX;D; 42015DFX;B; 42016DFX;C; 601CJVFX;D; 604C3DFX;B"
1;A;non;0;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;non;CC;non;non;"201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;A;non;78,47;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A21FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;63,46;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"42006EFX; 42007EFX; 42008EFX; 42014EFX; 42016DFX";"3500BDFX;B; 42008DFX;D; 42014DFX;B; 42015DFX;D; 42016DFX;E"
1;A;non;82,73;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
4;B;non;76,57;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Oui;Oui;Non;non;CC;non;non;"201103RE; 42007EFX; 42014EFX";"3500BDFX;A; 42008DFX;A; 42014DFX;A; 42015DFX;A; 42016DFX;B"
1;A;non;94,13;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B19FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;B;non;86,65;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C01FX; 42008DFX; 42014DFX; 42015DFX; 42016DFX";aucune donnée
4;B;non;71,92;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42007EFX; 42008EFX";"42006EFX;B; 42014DFX;B; 42014EFX;B"
1;B;non;72,33;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"42002FFX; 42012YFX";"3500BDFX;B; 42006EFX;B; 42007EFX;A; 42008EFX;B; 42014EFX;B; 601CJAFX;B"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109C01FX; 201103RE; 42005BFX; 42014CFX; 601103MQ; 604C1EFX";aucune donnée
3;B;non;91,19;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201103RE; 42005BFX; 42014BFX; 42016BFX";"340CJCFX;E; 42005AFX;B; 42006AFX;C; 42007BFX;C; 601CJAFX;C"
5;B;non;64,4;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"109A14FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;71;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"201105RE; 42004AFX; 42005AFX; 42006AFX";aucune donnée
1;A;non;83,12;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 42006EFX; 42007EFX; 42008EFX; 42014EFX";"3500BDFX;B; 42008DFX;C; 42014DFX;B; 42015DFX;C; 601102MQ;D; 604C3DFX;D"
1;B;non;74,7;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201203RE; 42008DFX; 42014DFX; 42015DFX; 42016DFX";"42005CFX;B; 42006CFX;C; 42008CFX;A; 42014CFX;B"
1;B;non;94;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;oui;non;"109B08FX; 201105RE; 42004AFX; 42007BFX; 601103MQ; 604100MQ";"109A01FX;C; 201105RE;E; 340102MQ;A; 42004AFX;E; 42005AFX;D; 42006AFX;B; 604100MQ;E"
1;A;non;70,4;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A15FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;B;non;76,14;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C19FX; 42007BFX; 42016BFX; 601102MQ";"201105RE;Aucun résultat; 340102MQ;C; 42004AFX;D; 42005AFX;C; 42006AFX;B; 601102MQ;Aucun résultat; 604103MQ;Aucun résultat"
1;A;non;78,22;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A15FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;A;non;71,5;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109A01FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
2;B;non;83,88;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201103RE; 340CJAFX; 42005CFX; 42006CFX; 42008CFX; 42014CFX";"42005BFX;C; 42007BFX;D; 42014BFX;D; 601102MQ;E; 604C2GFX;C"
2;B;non;75,31;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX";"201105RE;B; 42004AFX;A; 42005AFX;A; 42006AFX;B"
2;B;non;74,57;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX; 601CJAFX";"109B01FX;B; 201105RE;B; 42004AFX;B; 42005AFX;A; 42006AFX;B; 604103MQ;B"
1;A;non;90,93;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C08FX; 340CJCFX; 42006EFX; 42007EFX; 42008EFX; 42014EFX; 601CJBFX";"201203RE;A; 3500BDFX;A; 42008DFX;B; 42014DFX;A; 42015DFX;A; 42016DFX;B; 604C3DFX;A"
1;B;non;72,33;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201105RE; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 604C2GFX";"109C10FX;B; 201105RE;E; 340CJBFX;Aucun résultat; 42004AFX;C; 42005AFX;C; 42006AFX;C"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;RT;non;non;"109A02FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;A;non;91,13;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C01FX; 340CJCFX; 42006EFX; 42007EFX; 42008EFX; 42014EFX; 601CJBFX";"201203RE;C; 3500BDFX;A; 42008DFX;B; 42014DFX;A; 42015DFX;A; 42016DFX;A; 604C3DFX;A"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109A01FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
3;B;non;67,71;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"201105RE; 42004AFX; 42005AFX; 42006AFX; 601102MQ; 604102MQ";"109B22FX;E; 201105RE;E; 42004AFX;E; 42005AFX;E; 42006AFX;E; 601102MQ;E"
3;B;non;79,58;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX; 601CJVFX";"3500BDFX;B; 42004AFX;B; 42005AFX;B; 42006AFX;A"
1;A;non;85,07;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;90,1;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C19FX; 42007BFX; 42016BFX; 601102MQ";"109A19FX;B; 340102MQ;B; 42004AFX;D; 42005AFX;B; 42006AFX;A; 604C2GFX;B"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"109A01FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ";"109B01FX;B; 201105RE;B; 340101MQ;D; 42004AFX;C; 42005AFX;B; 42006AFX;A; 601R13FX;C"
1;B;non;76,86;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"109C08FX; 201105RE; 340102MQ; 42004AFX; 42005AFX; 42006AFX";"109C08FX;Aucun résultat; 340102MQ;Aucun résultat; 387ZR2FX;Aucun résultat; 601103MQ;Aucun résultat"
1;A;non;72,87;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;A;non;86,29;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"109B25FX; 201103RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
3;B;non;82,8;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"109B02FX; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601103MQ";"201105RE;A; 42004AFX;D; 42005AFX;A; 42006AFX;A; 601102MQ;C"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109B22FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604101MQ";"109A01FX;C; 340101MQ;D; 42004AFX;D; 42005AFX;C; 42006AFX;B; 601R13FX;D"
1;A;non;43,83;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B27FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604103MQ";"109A16FX;B; 201105RE;A; 340101MQ;A; 42004AFX;A; 42005AFX;A; 42006AFX;A; 601101MQ;A"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109B19FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604101MQ";"109A20FX;A; 201105RE;A; 340101MQ;D; 42004AFX;A; 42005AFX;B; 42006AFX;A; 601R13FX;B"
4;B;non;77,35;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201103RE; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 601CJBFX";"42005BFX;B; 42007BFX;B; 42014BFX;B; 42016BFX;B"
1;B;non;84,22;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42006EFX; 42007EFX; 42008EFX; 42014EFX";"3500BDFX;C; 42008DFX;C; 42014DFX;A; 42015DFX;C; 42016DFX;B"
3;B;non;69,77;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201103RE; 201105RE; 42007BFX; 601102MQ";"109B22FX;C; 340102MQ;C; 42004AFX;B; 42005AFX;B; 42006AFX;B; 601101MQ;C"
1;B;non;81,29;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005CFX; 42006CFX; 42008CFX; 42014CFX";"42005BFX;A; 42007BFX;C; 42014BFX;C"
1;A;non;82,22;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"42002FFX; 42012YFX";"42006EFX;B; 42007EFX;A; 42008EFX;B; 42014EFX;B"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109A01FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604102MQ";"109B01FX;B; 340101MQ;C; 42004AFX;A; 42005AFX;A; 42006AFX;A; 601R13FX;C"
1;A;non;78,64;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109A02FX; 42005BFX; 42007BFX; 42014BFX; 601102MQ";"42005BFX;E; 42007BFX;E; 42014BFX;E; 42016BFX;D; 601101MQ;D; 604102MQ;D"
1;A;non;78,1;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C08FX; 340CJCFX; 42005BFX; 42014BFX; 601102MQ; 604102MQ";"109B28FX;C; 340102MQ;D; 42004AFX;C; 42007BFX;C; 42016BFX;D; 601101MQ;D"
2;B;non;69,36;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"109B19FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX";"109B08FX;Aucun résultat; 201015RE;C; 340101MQ;E; 601101MQ;D; 604C3DFX;C"
2;B;non;81,3;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C20FX; 201105RE; 42004AFX; 42007BFX; 42016BFX; 601102MQ; 604103MQ";"109B08FX;B; 201105RE;E; 340102MQ;D; 42004AFX;E; 42005AFX;C; 42006AFX;B; 601102MQ;Aucun résultat"
2;B;non;74,55;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201105RE; 42004AFX; 42006AFX";"109B25FX;C; 42004AFX;E; 42006AFX;Aucun résultat; 601101MQ;Aucun résultat"
2;B;non;79,65;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C08FX; 201203RE; 42004AFX; 42005AFX; 42006AFX; 601103MQ";"109B28FX;B; 201NYA05;D; 202NYB05;E; 203NYA05;D; 340102MQ;C; 601102MQ;D; 604102MQ;B"
3;B;non;71,14;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C10FX; 340102MQ; 42004AFX; 42007BFX; 42016BFX; 601102MQ; 604102MQ";"109A01FX;C; 201105RE;D; 340101MQ;D; 42004AFX;E; 42005AFX;D; 42006AFX;C; 601101MQ;C"
2;B;non;79,15;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C10FX; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 604C2GFX";"109A01FX;A; 42005BFX;C; 42007BFX;C; 42014BFX;B; 42016BFX;D"
5;I;non;75,96;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42008DFX; 42014EFX; 42016DFX";"109A01FX;D; 3500BDFX;B; 42014DFX;B; 42015DFX;C; 601CJVFX;C"
1;A;non;69,58;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
1;B;non;65,37;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109C10FX; 42005BFX; 42014BFX; 604C1EFX";"42005AFX;B; 42007BFX;C; 42014BFX;E; 42016BFX;C; 604C1EFX;E"
2;A;non;63,54;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109A01FX; 42005BFX; 42007BFX; 42014BFX; 601101MQ";"109B02FX;B; 340101MQ;E; 42004AFX;D; 42007BFX;E; 601101MQ;E; 604101MQ;D"
1;A;non;82;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340101MQ; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;85,36;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;non;CC;non;non;"42006CFX; 42008DFX; 42014DFX; 42015DFX";"3500BDFX;B; 42005CFX;C; 42008CFX;B; 42014CFX;C"
1;A;non;59,64;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109A01FX; 20101AFX; 42004AFX; 42005AFX; 42006AFX; 601R13FX; 604102MQ";"109A01FX;Aucun résultat; 340101MQ;Aucun résultat; 42005AFX;Aucun résultat; 42006AFX;Aucun résultat; 601R13FX;Aucun résultat; 604102MQ;Aucun résultat"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;oui;non;"109A01FX; 20101AFX; 42005AFX; 42006AFX; 604014FX";"42004AFX;E; 42005AFX;E; 42006AFX;E; 601R13FX;D"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"340CJAFX; 42005BFX; 42014BFX; 601103MQ; 604C1EFX";"340102MQ;B; 42004AFX;D; 42007BFX;D; 42016BFX;C"
2;B;non;66,45;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;non;RP;non;non;"42004AFX; 42005AFX; 42006AFX";"332C01FX;Aucun résultat; 340102MQ;Aucun résultat; 42004AFX;Aucun résultat; 42005AFX;Aucun résultat; 42006AFX;Aucun résultat"
4;B;non;73,15;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"20101AFX; 42005AFX; 42006AFX; 42007BFX";"340CJAFX;Aucun résultat; 42004AFX;C; 42005AFX;E; 42006AFX;E"
3;B;non;75,5;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42006EFX; 42007EFX; 42008EFX";"42008DFX;B; 42014DFX;A; 42015DFX;C"
1;B;non;69,66;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;non;CC;non;non;"20101AFX; 42005CFX; 42006CFX";"42008CFX;A"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;RT;oui;oui;"20101AFX; 340102MQ; 42004AFX; 42007BFX; 42016BFX; 601R13FX";"109B26FX;B; 340101MQ;D; 42004AFX;E; 42005AFX;C; 42006AFX;B; 601R13FX;E; 604102MQ;C"
