Tour d'admission;Population;Sanction collégiale;GENMELS;SN4;TS_SN4;TS4_SN4+;CST5;TS_SN5;TS5;436;514;514+;526;526+;536;Renforcement en français;Étudiant international;Étudiant assujetti au R18;Services adaptés;Cours inscrits actuellement;Cours inscrits session passé
1;B;non;72,05;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42002FFX; 42012YFX";"42006EFX;A; 42007EFX;C; 42008EFX;A; 42014EFX;B"
4;I;non;73;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B02FX; 340CJCFX; 42006AFX; 601103IN";aucune donnée
1;B;non;63,26;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109C01FX; 340CJBFX; 381CJCFX; 42014DFX; 42015DFX";"20101AFX;E; 340CJBFX;E; 42008CFX;D; 42015DFX;E; 42016DFX;D"
1;B;non;70,85;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"332C01FX; 42006EFX; 42014DFX; 42015DFX";aucune donnée
1;B;non;72;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"340102MQ; 42004AFX; 42005AFX; 42006AFX; 510C01FX; 601102MQ";aucune donnée
4;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340102MQ; 340CJAFX; 42005CFX; 42006EFX; 42008CFX; 42014CFX";aucune donnée
1;B;non;65,06;Oui;Oui;Oui;Non;En Cours;Non;Non;Non;Non;Non;Non;Non;non;RP;oui;non;"109B28FX; 201015RE; 42004AFX; 42005AFX; 42006AFX; 604101MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;oui;non;"109B22FX; 3500BDFX; 42006CFX; 42014DFX; 42015DFX; 601102MQ";"42005CFX;B; 42006CFX;E; 42008CFX;D; 42014CFX;D; 604C1EFX;E"
1;B;non;78,91;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"42005CFX; 42014CFX; 42016DFX";"42005CFX;E; 42006CFX;D; 42008CFX;D; 42014CFX;E"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;oui;non;"3500BDFX; 42005BFX; 42006CFX; 42014BFX";"340CJAFX;D; 42005BFX;E; 42014BFX;E; 601103MQ;D; 604C1EFX;D"
1;B;non;71,96;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42006EFX; 42007EFX; 42008EFX; 42014EFX";"42008DFX;A; 42014DFX;A; 42015DFX;A; 42016DFX;C"
2;B;DEC technique;40,82;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Oui;non;CC;non;oui;"42004AFX; 42005AFX";aucune donnée
1;B;DEC préuniversitaire;80,7;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;non;CC;non;non;"42006EFX; 42008EFX; 42014EFX";"42007EFX;B; 42008DFX;A; 42014DFX;A; 42015DFX;A"
2;B;non;66,45;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;non;RP;non;non;"3500BDFX; 42005BFX; 42007BFX; 42014BFX; 42016BFX";"42004AFX;C; 42005AFX;C; 42006AFX;C"
2;B;non;78,69;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;42015DFX;aucune donnée
4;B;non;73,15;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"42005AFX; 42006AFX; 42007BFX; 42016BFX";"20101AFX;Aucun résultat; 42005AFX;Aucun résultat; 42006AFX;Aucun résultat; 42007BFX;Aucun résultat"
2;B;non;69,38;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;non;CC;non;non;"42006EFX; 42007EFX; 42008EFX; 42014EFX";"42008DFX;A; 42014DFX;A; 42015DFX;A; 42016DFX;B"
3;B;non;47,44;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ; 604102MQ";aucune donnée
3;B;non;75,5;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42002FFX; 42012YFX";"42006EFX;A; 42007EFX;C; 42008EFX;C"
1;B;non;64,11;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42004AFX; 42006AFX; 42007BFX; 42016BFX";"340CJCFX;C; 42005AFX;D; 42006AFX;E; 601CJCFX;C"
2;B;non;64,91;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;oui;non;"109B19FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
5;I;non;74,7;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42006EFX; 42007EFX; 42008EFX; 42014EFX";"201203RE;E; 42008DFX;A; 42014DFX;B; 42015DFX;A; 42016DFX;C"
1;B;non;85,36;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;non;CC;non;non;"42006EFX; 42007EFX; 42008EFX; 42014EFX; 42016DFX";"42006CFX;A; 42008DFX;A; 42014DFX;B; 42015DFX;B"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;oui;oui;"109C08FX; 42004AFX; 42005AFX; 42016BFX; 601101MQ";"109A01FX;D; 20101AFX;D; 42005AFX;E; 42006AFX;C; 604014FX;E"
1;B;non;65,37;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42005CFX; 42006CFX";"109C10FX;E; 42005BFX;D; 42014BFX;B; 604C1EFX;C"
2;A;non;66,07;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;RT;oui;oui;"109A16FX; 42004AFX; 42005AFX; 42006AFX; 601101MQ";"109B25FX;C; 20101AFX;E; 340101MQ;E; 42004AFX;E; 42005AFX;E; 42006AFX;E; 601101MQ;E"
1;B;non;81,55;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42005CFX; 42006CFX; 42008CFX; 42014CFX";"20101AFX;E; 42005BFX;C; 42007BFX;C; 42014BFX;C; 42016BFX;B; 601102MQ;D"
1;A;non;59,64;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;oui;non;"109A01FX; 42004AFX; 42005AFX; 42006AFX; 601R13FX; 604102MQ";"109A01FX;E; 20101AFX;E; 42004AFX;E; 42005AFX;E; 42006AFX;E; 601R13FX;E; 604102MQ;E"
1;A;non;73,75;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109A01FX; 42004AFX; 42005AFX; 42006AFX; 601102MQ; 604102MQ";"340101MQ;C; 42005AFX;E; 42006AFX;E; 601101MQ;D"
1;A;non;67,7;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ; 604102MQ";aucune donnée
5;I;non;75,96;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C10FX; 42006EFX; 42007EFX; 42008EFX";"42008DFX;B; 42014EFX;B; 42016DFX;B"
1;A;non;63,61;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;oui;oui;"42004AFX; 42005AFX; 601R13FX";"109A01FX;E; 20101AFX;E; 340101MQ;E; 42004AFX;E; 42005AFX;E; 42006AFX;E; 601R13FX;E"
1;A;non;68,65;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B22FX; 42004AFX; 42007BFX; 42016BFX; 601101MQ; 604102MQ";"109A01FX;C; 20101AFX;E; 340101MQ;D; 42004AFX;E; 42005AFX;C; 42006AFX;C; 601101MQ;E"
1;A;non;71,9;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"340101MQ; 42004AFX; 42005AFX; 42007BFX; 601101MQ";"109A13FX;C; 42004AFX;E; 42005AFX;E; 42006AFX;D"
1;A;non;67,5;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;oui;"109B02FX; 340101MQ; 42004AFX; 42005AFX; 601101MQ";"20101AFX;E; 340101MQ;E; 42004AFX;E; 42005AFX;E; 601101MQ;E"
1;B;non;76,86;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"201103RE; 42005BFX; 42007BFX; 42014BFX; 42016BFX";"109C08FX;D; 201105RE;C; 340102MQ;B; 42004AFX;B; 42005AFX;C; 42006AFX;D"
4;B;non;77,35;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201203RE; 42008DFX; 42014DFX; 42015DFX; 42016DFX";"201103RE;A; 42005CFX;A; 42006CFX;A; 42008CFX;C; 42014CFX;A; 601CJBFX;D"
1;A;non;85,88;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B22FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604103MQ";"109A01FX;B; 201105RE;C; 340101MQ;A; 42004AFX;A; 42005AFX;A; 42006AFX;B; 601101MQ;B"
4;B;non;71,92;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42002FFX; 42007EFX; 42012YFX";"42007EFX;E; 42008EFX;B"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"42005CFX; 42006CFX; 42008CFX; 42014CFX; 601102MQ";"109A01FX;B; 340102MQ;B; 42005BFX;B; 42007BFX;B; 42014BFX;B; 42016BFX;D; 601101MQ;D; 604102MQ;C"
3;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"340101MQ; 42005CFX; 42006EFX; 42008CFX; 42014CFX";aucune donnée
1;A;non;91,13;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42002FFX; 42012YFX";"109C01FX;B; 340CJCFX;A; 42006EFX;B; 42007EFX;B; 42008EFX;A; 42014EFX;B; 601CJBFX;B"
2;B;non;79,15;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"3500BDFX; 42005CFX; 42006CFX; 42016DFX";"109C10FX;C; 42005CFX;E; 42006CFX;E; 42008CFX;B; 42014CFX;C; 604C2GFX;C"
1;B;non;77,13;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201NYC05; 42005BFX; 42007BFX; 42014BFX; 42016BFX";"42004AFX;B; 42005AFX;A; 42006AFX;A"
2;B;non;76,15;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201103RE; 42005BFX; 42007BFX; 42014BFX; 42016BFX";"109C01FX;B; 201105RE;D; 340CJCFX;D; 42004AFX;B; 42005AFX;C; 42006AFX;B"
2;A;non;69,72;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B22FX; 340101MQ; 42004AFX; 42007BFX; 42016BFX; 601101MQ; 604101MQ";"109A14FX;B; 201105RE;D; 340101MQ;E; 42004AFX;E; 42005AFX;C; 42006AFX;C; 601R13FX;C"
2;B;non;67,91;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005BFX; 42006CFX; 42007BFX; 42014BFX";"42004AFX;D; 42005AFX;D; 42006AFX;D; 42016BFX;B"
2;B;non;71,37;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201103RE; 42005BFX; 42007BFX; 42014BFX; 42016BFX";"201105RE;D; 42004AFX;B; 42005AFX;B; 42006AFX;D"
1;B;non;74,88;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;RP;oui;non;"109C01FX; 201103RE; 340CJCFX; 42014DFX; 42016DFX; 601103MQ; 604C1EFX";aucune donnée
1;B;non;74,42;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"42002FFX; 42007EFX; 42012YFX";"42006EFX;D; 42007EFX;E; 42008EFX;D; 42014EFX;C; 42016DFX;C"
1;A;non;83,12;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B02FX; 109C01FX; 340CJCFX; 601103MQ; 601CJBFX";"109A01FX;C; 42006EFX;B; 42007EFX;D; 42008EFX;C; 42014EFX;B"
2;A;non;79,92;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109A13FX; 201105RE; 340101MQ; 42007BFX; 42016BFX; 601101MQ; 604103MQ";"109B19FX;B; 201105RE;E; 340101MQ;E; 42004AFX;B; 42005AFX;D; 42006AFX;D; 601101MQ;E"
4;B;non;76,57;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Oui;Oui;Non;non;CC;non;non;"201203RE; 42006EFX; 42008EFX";"201103RE;B; 42007EFX;B; 42014EFX;A"
1;B;non;81,29;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42008DFX; 42014DFX; 42015DFX; 42016DFX";"42005CFX;A; 42006CFX;B; 42008CFX;A; 42014CFX;B"
2;B;non;65,2;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C21FX; 340CJCFX; 42004AFX; 42005AFX; 42006AFX";"340102MQ;D; 350102RE;E; 360300RE;D; 383920RE;C; 401ZS1FX;E; 601103MQ;D"
5;I;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;oui;non;"201105RE; 340102MQ; 42005BFX; 42014BFX; 601103IN";"340102MQ;E; 42005BFX;E; 42006CFX;E; 42014BFX;E; 601102MQ;D"
2;B;non;79,65;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201105RE; 340CJAFX; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601CJCFX";"109C08FX;B; 201203RE;E; 42004AFX;D; 42005AFX;B; 42006AFX;C; 601103MQ;D"
2;B;non;69,36;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;oui;"201105RE; 340102MQ; 42005AFX; 42006AFX; 42007BFX; 42016BFX; 601102MQ";"109B19FX;D; 201105RE;E; 340101MQ;D; 42004AFX;C; 42005AFX;E; 42006AFX;E"
1;A;non;78,1;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201103RE; 42005CFX; 42006CFX; 42008CFX; 42014CFX";"109C08FX;C; 340CJCFX;C; 42005BFX;D; 42014BFX;C; 601102MQ;D; 604102MQ;D"
2;B;non;75,31;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42005CFX; 42006CFX; 42008CFX; 42014CFX";"42005BFX;B; 42007BFX;B; 42014BFX;B; 42016BFX;B"
2;B;DEC préuniversitaire;82,92;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42008DFX; 42014DFX; 42015DFX; 42016DFX";"42005CFX;B; 42006CFX;C; 42008CFX;C; 42014CFX;C"
5;I;non;82,79;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;non;RP;non;non;"42002FFX; 42012YFX";"42008EFX;C; 42014EFX;D"
1;B;non;71,16;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42002FFX; 42012YFX";"42007EFX;D; 42008EFX;C; 42014EFX;C"
1;B;non;94;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C20FX; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ";"201105RE;B; 340101MQ;B; 42004AFX;A; 42005AFX;A; 42006AFX;B"
2;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;42012YFX;"42002FFX;C; 42012YFX;E"
1;A;non;79,47;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42002FFX; 42012YFX";"42006EFX;A; 42007EFX;D; 42008EFX;A; 42014EFX;B"
1;B;non;66,45;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201105RE; 42005BFX; 42014BFX; 42016BFX; 601103MQ; 604C2GFX";"109B02FX;D; 201015RE;D; 340102MQ;D; 42004AFX;C; 42007BFX;B; 601102MQ;D"
1;B;non;77,23;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42002FFX; 42012YFX";"42006EFX;A; 42008EFX;A; 42016DFX;A"
1;A;non;87,04;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"109A20FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604101MQ";"109B25FX;A; 201103RE;C; 340101MQ;A; 42004AFX;B; 42005AFX;A; 42006AFX;A; 601101MQ;A"
2;B;non;86,65;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42006EFX; 42007EFX; 42008EFX; 42014EFX; 601CJBFX";"109C01FX;A; 42008DFX;B; 42014DFX;B; 42015DFX;A; 42016DFX;B"
1;A;non;93,46;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601CJWFX; 604102MQ";"109B19FX;A; 201105RE;A; 340101MQ;A; 42004AFX;A; 42005AFX;A; 42006AFX;A; 601101MQ;A"
1;A;non;90,93;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42002FFX; 42012YFX";"109C08FX;A; 340CJCFX;B; 42006EFX;A; 42007EFX;B; 42008EFX;A; 42014EFX;B; 601CJBFX;B"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"201103RE; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 601102MQ";"109B22FX;C; 340102MQ;C; 42005BFX;B; 42007BFX;A; 42014BFX;B; 42016BFX;B; 601101MQ;D; 604101MQ;D"
1;A;non;83,85;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"109A01FX; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604101MQ";"109B22FX;B; 201105RE;B; 340101MQ;D; 42004AFX;B; 42005AFX;B; 42006AFX;C; 601101MQ;E"
1;B;non;75,08;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;oui;non;"201103RE; 42005CFX; 42008CFX; 42014CFX; 601103MQ";"109C08FX;B; 42005BFX;C; 42007BFX;A; 42014BFX;B; 42016BFX;C; 601102MQ;C"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"201103RE; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 601102MQ";"109A01FX;D; 340102MQ;D; 42005BFX;C; 42007BFX;B; 42014BFX;C; 42016BFX;B; 601101MQ;D"
1;B;non;80,96;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B02FX; 201105RE; 340102MQ; 42004AFX; 42005AFX; 42006AFX; 601102MQ";"101NYA05;E; 109A13FX;B; 201NYA05;E; 202NYA05;C; 340101MQ;C; 601101MQ;D"
1;B;non;72,33;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"340CJAFX; 42005BFX; 42006CFX; 42014BFX; 42016BFX; 601103MQ";"201105RE;E; 42005BFX;E; 42007BFX;D; 42014BFX;E; 42016BFX;E; 604C2GFX;E"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"201203RE; 3500BDFX; 42005CFX; 42006CFX; 42008CFX";"109C01FX;A; 201103RE;B; 42005BFX;B; 42014CFX;C; 601103MQ;C; 604C1EFX;B"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109B22FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109B28FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604101MQ";"109A02FX;C; 201105RE;D; 340101MQ;D; 42004AFX;D; 42005AFX;C; 42006AFX;D; 601R13FX;B"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX; 601103MQ; 604103MQ";"109A01FX;B; 201105RE;A; 340101MQ;B; 42004AFX;A; 42005AFX;A; 42006AFX;A; 601101MQ;A"
1;A;non;43,83;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201103RE; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 601103MQ";"109B27FX;B; 340102MQ;A; 42005BFX;A; 42007BFX;A; 42014BFX;A; 42016BFX;A; 601102MQ;A; 604103MQ;A"
3;B;non;79,58;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005CFX; 42006CFX; 42008CFX; 42014CFX";"42005BFX;C; 42007BFX;B; 42014BFX;C; 42016BFX;C; 601CJVFX;D"
2;B;non;72,64;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;oui;non;"109A13FX; 201105RE; 340101MQ; 42005BFX; 42014BFX";aucune donnée
2;B;non;83,88;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"201103RE; 42005CFX; 42006CFX; 42014CFX; 601102MQ";"201103RE;E; 340CJAFX;E; 42005CFX;E; 42006CFX;E; 42008CFX;D; 42014CFX;E"
2;B;non;81,3;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"201103RE; 340CJAFX; 42005BFX; 42007BFX; 42014BFX; 601102MQ; 604C3DFX";"109C20FX;A; 201105RE;D; 42004AFX;D; 42007BFX;E; 42016BFX;C; 601102MQ;E; 604103MQ;B"
1;A;non;77,65;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B28FX; 201105RE; 42005AFX; 42016BFX; 601102MQ; 604102MQ";"109A21FX;B; 201105RE;E; 340101MQ;C; 42004AFX;C; 42005AFX;E; 42006AFX;D; 601101MQ;D"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"201103RE; 340CJBFX; 42004AFX; 42016BFX; 604C0HFX";"109B08FX;B; 201105RE;D; 42004AFX;E; 42007BFX;D; 601103MQ;E; 604100MQ;D"
1;A;non;68,85;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B28FX; 201105RE; 340101MQ; 601101MQ";"109A15FX;E; 340101MQ;E; 42004AFX;E; 42005AFX;E; 42006AFX;E; 601101MQ;E"
1;B;non;84,22;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42002FFX; 42012YFX";"42006EFX;B; 42007EFX;D; 42008EFX;C; 42014EFX;B"
2;B;non;80,92;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109A13FX; 201105RE; 340102MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";"201NYA05;E; 202NYA05;E; 203NYA05;E; 340101MQ;D; 601101MQ;E"
1;A;non;72,5;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B02FX; 201105RE; 340101MQ; 42006AFX; 42007BFX; 42016BFX; 601102MQ";"109A01FX;C; 201105RE;E; 340101MQ;E; 42004AFX;B; 42005AFX;C; 42006AFX;E; 601101MQ;D"
1;A;non;83,93;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"340102MQ; 42008CFX; 42014DFX; 42015DFX";"201103RE;E; 42006CFX;B; 42008CFX;E; 601103MQ;D"
1;A;non;74,46;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B28FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604103MQ";"109A01FX;B; 201105RE;C; 340101MQ;D; 42004AFX;A; 42005AFX;B; 42006AFX;C; 601R13FX;D"
1;A;non;0;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;non;CC;non;non;"109B02FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604102MQ";"201105RE;C; 340101MQ;C; 42004AFX;A; 42005AFX;A; 42006AFX;C; 601101MQ;E"
1;A;non;84,46;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B28FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604103MQ";"109A13FX;D; 201105RE;B; 340101MQ;C; 42004AFX;A; 42005AFX;B; 42006AFX;C; 601101MQ;E"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"201103RE; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 601102MQ";"109B19FX;B; 340102MQ;D; 42005BFX;B; 42007BFX;A; 42014BFX;B; 42016BFX;A; 601101MQ;C; 604101MQ;D"
1;A;non;84,14;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42006EFX; 42007EFX; 42008EFX; 42014EFX";"201203RE;B; 42008DFX;A; 42014DFX;B; 42015DFX;C; 42016DFX;C"
1;A;non;78,23;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B08FX; 201105RE; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 604102MQ";"109A15FX;C; 201105RE;E; 340101MQ;C; 42004AFX;C; 42005AFX;C; 42006AFX;D; 601101MQ;E"
